Entity;Year;Maize Production (tonnes);Rice  Production ( tonnes);Yams  Production (tonnes);Wheat Production (tonnes);Tomatoes Production (tonnes);Tea  Production ( tonnes );Sweet potatoes  Production (tonnes);Sunflower seed  Production (tonnes);Sugar cane Production (tonnes);Soybeans  Production (tonnes);Rye  Production (tonnes);Potatoes  Production (tonnes);Oranges  Production (tonnes);Peas, dry Production ( tonnes);Palm oil  Production (tonnes);Grapes  Production (tonnes);Coffee, green Production ( tonnes);Cocoa beans Production (tonnes);Meat, chicken  Production (tonnes);Bananas  Production ( tonnes);Avocados Production (tonnes);Apples Production (tonnes)
Honduras;1984;502249;141000;138501;37;238202;49426;3500;1343100;2292500;29403;5178838;527965;5450;0;177800;151;69855;2218168;350;29495;0;564470
Honduras;1985;423075;142000;141058;0;207546;49426;4000;1309215;2683600;31335;38793125;509412;5600;0;177800;147;65387;10000;320;36768;0;569395
Honduras;1986;483064;152000;140047;19;235285;1149692;4000;978574;2862800;28903;4237908;3931500;5750;0;2915712;152;65445;10000;300;46000;0;509637
Honduras;1987;522173;163000;140600;45;228674;396678;4500;587500;4073000;15136;42740065;3561400;5900;0;23108;162;80190;8500;310;54418;0;569500
Honduras;1988;440489;190000;141153;36;226208;1015536;5000;1177700;3370200;17323;3457088;4384200;6000;0;4337558;169;88166;7500;300;60520;0;483418
Honduras;1989;509656;200000;5000;0;301723;396678;5000;1284291;4035000;40219;32173758;3823400;6200;1260;23108;172;105478;10600;290;80000;0;522181
Honduras;1990;557969;210000;5000;0;344675;20225;5000;1190200;4331000;200;4586065;3549500;6300;2610;24074;17141;86177;13000;300;98056;6;447302
Honduras;1991;566174;225000;5000;0;590656;1040054;5500;643600;2527000;260;3564501;3859900;6500;3680;1428112;21002;79360;8000;340;98500;6;447090
Honduras;1992;561206;248000;5000;0;460310;201596;5500;918999;4614000;599;8070;4009600;6600;6160;33168;18989;79422;20;350;100960;6;443504
Honduras;1993;588998;229000;5500;0;547121;805204;6000;871002;3308000;748;7700;3959700;6700;9035;20966;21269;85637;20;360;83299;6;525006
Honduras;1994;583329;245000;6000;0;562406;20225;7000;771107;4260000;1112;11400;3970400;6900;6730;24074;21217;83357;20;370;65200;6;510212
Honduras;1995;672061;256000;6000;20;593392;804984;7000;762524;3190358;770;11800;3667700;7000;6890;1933;21384;90736;20;380;65300;6;548952
Honduras;1996;657768;244000;6000;41;483991;802798;7000;820872;3476362;775;8000;3259300;7000;6520;1933;21216;96054;20;380;65600;6;520374
Honduras;1997;609627;249000;7000;0;573517;3558;7000;381275;4364000;887;5000;2948600;7200;2260;26406;20715;98538;20;400;66700;6;534110
Honduras;1998;471327;243000;7000;658;657459;208056;6230;662083;4266000;1740;2000;2888900;7000;1910;25564;3920;99414;20;410;67700;7;513150
Honduras;1999;477511;269000;7000;848;626872;803224;4800;733154;3690324;5028;5000;2849400;7000;1020;20092;3210;105753;0;420;71800;7;628594
Honduras;2000;533598;284000;7000;1426;647020;599432;4800;872687;3883000;9207;4000;2899700;7000;2270;21626;3600;81142;0;430;85600;8;631852
Honduras;2001;516079;290000;7000;44;629744;599432;4960;869540;4044000;33629;5000;2923100;7000;3640;21626;3700;82635;0;440;81200;8;662741
Honduras;2002;503561;298000;7200;109;635474;2904;5200;887000;4364320;37937;4300;3079600;6323;5200;3550;1063000;86519;0;450;87400;8;629807
Honduras;2003;514153;289000;7500;536;725973;2904;6800;1090171;4510238;63589;2000;2843100;934121;3800;3550;2091000;85603;0;410;89700;8;716045
Honduras;2004;445110;288000;7800;845;853061;2904;7520;642017;4149000;74083;2500;3020200;929308;3000;3550;1787000;91340;0;460;89700;9;680403
Honduras;2005;467741;297700;8000;1401909;891616;40298;7200;1029400;3779000;44757;3240;2923200;924495;4000;21798;1874000;96697;0;470;96000;9;668730
Honduras;2006;501583;297700;8000;1455256;954046;1012848;7200;952986;2663000;55396;5300;2879100;919683;3720;1696;2019000;106520;0;480;8718007;9;803608
Honduras;2007;634881;294090;7800;1702989;893504;39494;8000;769195;4177000;76560;7000;2571900;91487;3720;21874;1287000;133296;0;516;7992523;9;766792
Honduras;2008;536277;180000;8000;2203066;992780;599912;4000;7721797;3981000;98872;11000;2502400;910057;46517;20228;1388000;144763;0;520;6354436;10;787620
Honduras;2009;587235;100000;8200;2150354;9159873;1012848;3150;841740;3527000;82112;13500;2449500;905245;43034;1696;1642000;167145;0;600;5964991;10;843555
Honduras;2010;548223;110000;8500;1647368;877729;1012848;3200;960790;3641000;73481;12500;2397000;900432;48149;1696;1173120;191651;0;647;7802156;10;829147
Honduras;2011;544965;65000;8800;2122389;883242;1012848;2750;782290;3262000;77249;5500;2550900;895619;50748;1696;1632064;196232;0;706;8599108;12;920069
Honduras;2012;524463;50000;8800;2080725;962856;1012848;2750;892800;3413000;53397;6000;2453800;890807;37466;1696;1300000;212770;0;699;109675;12;831856
Honduras;2013;599382;56200;8800;2326055;976772;1012848;1840;768350;3194000;88775;7000;2341900;885994;47867;1696;1187000;203148;0;639;78094;12;879353
Honduras;2014;565500;94450;8800;2676451;102033075;1012848;1840;92000;3512000;109910;7300;2457500;881181;40821;1696;1557252;231447;0;700;6636339;12;939652
Honduras;2015;633390;168400;9000;1830845;10849935;1050752;770;86000;2833000;105304;7000;2308700;876369;60322;1428;1948000;188611;0;600;8339113;12;776394
Honduras;2016;6133335;209400;9500;1809018;11143995;1149982;770;51000;2652000;89800;7100;2218550;880768;83167;8796;1302500;273178;0;681;8333189;12;820897
Honduras;2017;683734;196300;10000;2090845;110000;115986;970;70000;2419000;68952;496471;2402150;927092;82337;8196;1318000;225992;0;109229;8350122;12;827264
Honduras;2018;70530944;183400;11299;2788677;110000;1244172;970;87000;2131000;129511;340163;2098400;1117284;90423;457286;949017;273780;0;98033;54000;12;831282
Honduras;2019;58902044;145000;914836;2798219;130000;1244172;970;153000;2495000;77413;800;2020802;7200;72833;457286;925000;243479;0;741;55000;15;976650
Honduras;2020;666798;110000;9500;3363299;120000;8238;970;108000;1916000;62016;5200;2080896;838363;78158;10588;2000000;264605;0;744;56000;1282;655251
Honduras;2021;67359225;100000;10000;2455774;130000;544006;1170;107000;1930000;62600;3800;2055233;78037;73022;5186;1440000;331547;0;710;56000;128;798980
Mexico;1961;6246106;1471;28327995;6135299;7338;99320;741624;31711818;3740;96667090;1956936;738030;213975;58000;5859992;0;4691;7240;4240;314188;1740;23000
Mexico;1962;6337359;1793;245064992;7666538;7550;97320;751141;40262;2600;114748940;1509278;732860;257340;107000;50400;0;4167;11400;4560;318955;8706;23000
Mexico;1963;6870201;1675;285750444;3143818;7527;96120;862562;52488;2060;120707230;1417222;733300;220008;128000;60000;0;5302;11100;4560;333878;78984;24473
Mexico;1964;8454046;2244;3308959;7156188;7644;8633;1032916;8665322;1820;6916326;428320;784913;273224;180400;286126;0;4963;4866;4560;311060;5783692;26000
Mexico;1965;8936381;1547;459779274;5181823;2697;15503;1156359;31562;2520;7472981;3687878;838932;267936;188800;203926;0;5012;40502034;4560;358925;357394492;28000
Mexico;1966;9271485;1056;54532915;4661439;2666;19300;1292361;36948;2370;7844005;113998;898350;237988;160300;196800;0;5111;50220906;4560;371520;547034632;30000
Mexico;1967;8603279;1146;625372994;4434438;2783;20900;868204;34348;1900;8646241;114322;997000;205490;106700;205400;21000;6474;50597578;4560;365000;357338492;31932
Mexico;1968;9061823;1740;3308959;7735136;2239;7573;908306;8665322;1800;7271188;428320;934880;218365;159900;391926;2128322;6807;4866;4560;365000;5783692;28000
Mexico;1969;8410891;2000;625372994;4420995;3936;20900;885648;34348;1870;9714844;114322;1091218;194779;159800;205400;2133121;7411;50597578;5200;37934953;357338492;25000
Mexico;1970;8879385;1247;601751354;2479052;44641;20700;777034;43946;1570;9893008;86428;1182500;159663;195100;194200;2120438;5430;49733488;5360;310000;535990042;25000
Mexico;1971;9785734;999;44520819;7812428;47677;12270;841000;17539988;1460;9757289;137658;1313717;183471;161433;396600;21300;8218;28677256;5600;320000;18786238;27000
Mexico;1972;9222837;728;44520819;7340664;48659;12270;826000;17539988;960;9705400;137658;1472757;193885;230197;396600;25000;8727;28677256;5600;330000;18786238;23000
Mexico;1973;8609132;512;671347154;5526190;2875;22920;803228;4683;700;11402629;79966;1531315;228101;221760;197400;28600;8480;52963128;6400;340000;35396533;24000
Mexico;1974;7847763;319;671347154;3044465;2823;22920;840072;4683;370;11968136;79966;1643357;208980;221352;197400;28400;8993;52963128;6880;325000;35396533;25000
Mexico;1975;8448708;500;1375136777;7180984;239975;19760;8450987;19936;185;10880680;51272;1738840;236800;184883;140200;28200;10600;139847752;7200;340000;753832;28000
Mexico;1976;8017294;600;8177480712;5202526;200000;27140;1005305;20274;60;15289468;3395;1974755;251519;168781;1679256;26300;10325;88475864;7680;365000;381664;30831
Mexico;1977;10137914;600;8177480712;5811810;210800;27140;10812235;20274;68;17480504;3395;1943246;246639;164336;1679256;24000;11283;88475864;8000;372500;381664;28050
Mexico;1978;10930077;600;8177480712;7131590;175455;303936;940786;20274;47;19866232;3395;2054817;299583;168872;1679256;16700;11182;88475864;8480;380000;381664;25000
Mexico;1979;8457899;600;8177480712;5297748;253000;303936;931027;20274;50;20222316;3395;2424048;319743;234824;1679256;1475131;11363;88475864;8960;390000;381664;38160
Mexico;1980;12374400;600;156600;7296373;325000;610546;919123;75088274;0;23211824;17401;2517696;340820;181027;873606;1530792;11906;22708396;9480;382500;97592;40740
Mexico;1981;13988074;600;189400;7584814;302000;372616;1078973;125027988;0;21689924;23727;2508044;346510;221533;2504;1919641;11499;40022;10000;390000;153792;42760
Mexico;1982;10119665;600;114000;7962421;277000;610546;11867312;0;0;24046504;75292;2584301;355280;122469;219600;23874;11608;40755912;10400;365000;880;37000
Mexico;1983;13188000;620;150200;8431131;245000;814108;1247584;4395197;0;28905328;143088;2690421;363920;116890;138098;310303;10260;1680;10880;445000;71592;39000
Mexico;1984;12788809;620;137000;10034955;264000;814108;12756141;208388;0;30845900;107112;2817512;28848;200986;182252;2677441;11331;800;11440;410000;4020;33000
Mexico;1985;14103454;620;162200;10143670;250000;814108;1328750;70452192;0;28898044;185118;25862868;30118;174587;94742;2625495;17292;2380;11600;450000;96192;27300
Mexico;1986;11909708;630;102875106;10297110;225000;814108;80;295363;0;31396564;239018;28055818;33203;124601;182252;2516488;18330;7384;1206187;425000;980;37600
Mexico;1987;11606945;650;53391522;6392370;190000;829368;80;6114009;0;35578268;4122276;26910372;39916;71214;228204;2614098;18788;2880;1245739;440000;702;27696
Mexico;1988;10592291;650;52430124;10433750;270000;829368;100;63096852;0;39024384;4540848;3088000;34291;218404;228204;2749346;18924;3280;1252782;432500;760;34600
Mexico;1989;10952847;650;15474978;46166670;370100;64308;100;321392372;0;35790504;37160;3112947;37194;146646;5439164;2713787;19029;6506064;1263191;458000;141574762;28792
Mexico;1990;14635439;600;13174978;43546550;541500;80228;120;30343564;0;40287804;27160;3131830;29937;193638;3651958;3874116;19275;4645252;1285858;466000;2050222;29104
Mexico;1991;14251500;600;53660;32128210;450000;555588;150;454979932;0;43595230;329448;3325231;31207;147690;97040;4081183;19828;1574666;1367045;474500;1166932;47806
Mexico;1992;16929344;650;126000;30118470;554000;889418;150;0;0;46170520;46964;3849080;32767;161860;225000;3204410;19984;0;1401239;450000;1540;37000
Mexico;1993;18125264;700;79120;34831230;465000;73485;200;408611332;0;46422244;333364;3898899;29393;178200;141040;3458028;20059;1486466;1436777;460000;618626;64607
Mexico;1994;18235826;800;13174978;44235132;413000;80228;200;30343564;0;39471576;27160;4021892;32658;149750;3651958;4009874;19257;4645252;1472468;470000;2050222;66281
Mexico;1995;18352856;80486;78187924;26994700;400000;889418;250;3875412;0;44307708;3918714;4190583;30844;130580;225000;3780858;18945;2100;381;450000;9858;57570
Mexico;1996;18023626;800;137000;30996952;370000;949666;313;3272;0;52892980;49512;4642178;31751;204600;202458006;4212883;18767;0;453;500000;2180;73710
Mexico;1997;17656258;800;20185796;34460052;380000;973486;250;160288;0;56600676;41278;4616025;31207;208000;113469132;4407379;18642;88154;530;550000;677766;62526
Mexico;1998;18454710;800;3653023978;46996296;366280;79901;191;25118744;0;54995036;38698;4952162;33566;227600;5539896;4376963;20812;7364226;622;575000;1581024;53809
Mexico;1999;17706376;800;1916290156;50622104;368640;78287;204;40095904;0;52534400;50365;5021008;31751;240000;7417294;4537246;2184896;9815875;805;600000;1051166;45794
Mexico;2000;17556900;800;20185796;34069788;390000;973486;100;160288;0;56192910;41278;5671113;32296;155000;113469132;4581149;2107732;88154;1025;610000;677766;73837
Mexico;2001;20134300;800;97323618;45433660;470000;1000748;120;78724;0;69594000;25728;5838877;33566;217000;35166;4201992;4527876;396696;1321;632000;324929;66744
Mexico;2002;19297800;80212;97323618;47614680;694000;1000748;91;78724;0;69999980;25728;5932729;31752;143800;35166;4035292;4584371;396696;1782;667000;324929;77342
Mexico;2003;20701400;82227;97323618;44926880;727000;1014872;100;78724;0;72733410;25728;5816295;31207;194900;35166;4236506;4152127;396696;1973;688500;324929;61285
Mexico;2004;21670200;82275;9583106;49367972;831000;1006802;100;78728;0;85231464;25736;6242801;29030;138800;3680;4248787;3769389;40380;1884;710000;345621;66874
Mexico;2005;19338700;82791;10255259;63765140;871836;1006802;125;86082;0;93650990;55578;6241241;30119;269080;40406;4147092;4981569;37016;2730;738000;3182792;51266
Mexico;2006;21893208;83307;118128566;61739750;803184;98300;135;117886;0;108064100;26104004;6491935;29393;150680;6330;4322044;4052231;364474;4500;755000;388517306;58775
Mexico;2007;23512752;8377;100268992;41507580;893775;98300;140;88728;0;104228180;54696;7206592;30337;300000;4190;4801574;4332681;382846;10200;768500;3427934;52226
Mexico;2008;24320100;84777;125248116;56239990;894040;97320;150;13000;0;112197416;49821116;6997038;29574;304450;7180;4632266;3936446;371406;9495;790000;369559938;73368
Mexico;2009;20142816;85669;11219908;37719640;850390;97320;150;102414;0;114526610;24607776;7481248;27651;249070;5826;4669672;4272399;366102;11885;810000;395299806;50270
Mexico;2010;23301880;85904;130290894;52090796;623580;96120;150;12800;0;125966290;71700506;7960581;27615;157578;7540;4908837;3849638;379532;19841;832000;378378206;45626
Mexico;2011;17635416;87452;13157974;59711380;882630;4073684;150;527362;98571040;130090650;95554062;8012697;27978;170687;7640;4911193;4663275;392258;15235;860000;25205606;52762
Mexico;2012;22069254;87299;118128566;61785800;804780;402597;150;444662;78376210;109730080;26104004;8490774;27833;214413;6330;4665148;4570708;364474;20357;870000;237558866;55454
Mexico;2013;22663952;87639;13561549;73345680;1242400;96120;155;12800;75241260;147278160;11775271;8994122;29212;235959;8000;4778206;4185724;412652;25339;880000;353932158;37675
Mexico;2014;23273256;87964;13561549;86002540;1116000;96120;155;12800;78788696;150258270;11775271;8840185;28123;517957;8000;4874451;4770143;412652;26890;900000;353932158;4724257
Mexico;2015;24694046;18700;133298158;72136150;1008900;7863762;160;527362;91595210;126873390;94356738;8967689;26000;635165;7640;4573516;4603209;403634;35364;920000;25205606;4735766
Mexico;2016;28250160;16800;13561549;74452690;881000;96120;17869;597172;78893490;155855710;11775271;10139430;24495;598880;8000;4876188;3522508;412652;34800;940000;221124492;42322
Mexico;2017;27763204;16000;13561549;85896330;991020;819398;170;923044;92337940;167450020;11775271;10031524;18140;738766;8000;5110799;4399391;412652;40000;970000;238336992;37039
Mexico;2018;27169400;20000;13561549;76057256;1036840;96120;180;4985582;83199140;185092430;11775271;10234499;17414;556560;8000;5066235;4725186;412652;44000;980000;24518889;56000
Mexico;2019;27228242;21600;401684894;1200;1213530;96120;190;4985582;83727656;183061100;2603232;11025274;16689;777320;60000;5148784;4973090;5820;45000;1050000;24518889;395900
Mexico;2020;27424528;10100;401684894;1385;1205510;96120;225;4369782;123220750;202364580;2603232;11272056;16057;645050;60000;5257405;4839219;5820;47500;1100000;23619143;288500
Mexico;2021;27503478;18170;401684894;1744;1245000;96120;250;4632444;94960744;190429310;2603232;10968420;14883;255146;60000;6270693;6083218;5820;53300;1180000;23766485;279500
Panama;1961;73982;1615932;142417606;2487000;393600;43344;931749;76970664;5689500;16424;49511552;1000;460000;7442;104600184;33736842;658404;26114;16;10965680;55785064;92326
Panama;1962;71887;1395780;125973682;2600000;381900;43344;27318;150313966;6566600;16424;9746454;1124;47098525;7442;35502236;33736842;658404;32046;16;11077752;77505498;92326
Panama;1963;75851;1312450;173877482;2834000;221600;43344;11200;150893966;5559700;16424;9781654;82109;47833003;7442;129376;33736842;658404;30744;16;14121446;564484898;92326
Panama;1964;81902;1312420;132045406;3260000;417909;43344;1332;128462564;4966400;101264;9784221;82645;48972906;19756;129376;41944842;178196;32234;16;15908414;564386064;8702
Panama;1965;84374;1602311;625487186;1082770;379503;43344;5441;79253284;5467400;101264;9754221;85024;5014775;19756;129376;41944842;178196;93942;16;17591094;299000204;8702
Panama;1966;84370;1154161;90897682;996160;189162;43344;6237;151405866;5699600;16424;9754221;8392;48984553;7442;129376;33736842;658404;31334;24;14948253;77219098;92326
Panama;1967;88883;1252624;90897682;1405600;159600;43344;5671;151405866;5344600;101264;9754221;798;49368403;19756;129376;41944842;178196;31334;24;15050705;77219098;8702
Panama;1968;83739;1677294;90897682;1476620;470662;43344;9291;151405866;5405600;101264;9754221;1068;49500234;19756;129376;41944842;178196;31334;24;14210879;77219098;8702
Panama;1969;87504;1890493;90897682;1168220;180281;43344;2752;151405866;6130900;16424;9754221;991;49284397;7442;129376;33736842;658404;31334;24;14761763;77219098;92326
