Entity;Year;Maize Production (tonnes);Rice  Production ( tonnes);Yams  Production (tonnes);Wheat Production (tonnes);Tomatoes Production (tonnes);Tea  Production ( tonnes );Sweet potatoes  Production (tonnes);Sunflower seed  Production (tonnes);Sugar cane Production (tonnes);Soybeans  Production (tonnes);Rye  Production (tonnes);Potatoes  Production (tonnes);Oranges  Production (tonnes);Peas, dry Production ( tonnes);Palm oil  Production (tonnes);Grapes  Production (tonnes);Coffee, green Production ( tonnes);Cocoa beans Production (tonnes);Meat, chicken  Production (tonnes);Bananas  Production ( tonnes);Avocados Production (tonnes);Apples Production (tonnes)
El Salvador;1994;480654;80700;335693;1300000;20452358;133170;2153;16000;15034456;0;20000;149110800;84953806;3600;308173;34895;542814;23549;10659175;7376;230783;11166486
El Salvador;1995;647280;95000;332091;1063000;21845884;133170;1163;8500;14982072;0;20000;155373010;8758235;5000;342556;36565;488121;22942;10475263;6200;2353287;13580658
El Salvador;1996;629961;73700;313645;1130000;22146344;133170;2637;6460;15009402;0;20000;171120300;75417456;5500;359241;38000;497129;25498;10817644;5790;23546;12857302
El Salvador;1997;507650;80900;332770;800000;23357778;127490;2144;4149;14853555;28123;20000;137106700;8086463;7400;404245;35000;528912;27737;11107314;456435;2399281;13370655
El Salvador;1998;563095;150900;352337;384000;25870678;133170;12632;6400;1473523;38677;20000;147397920;8058595;2200;398234;33000;510623;30557;11148701;425619;24000;1503876
El Salvador;1999;659760;131500;374907;903400;24908656;133170;2068372;6127;14661568;43279;20000;160135710;727459;3000;382766;30000;625738;29590;11758477;3967;25000;1439872
El Salvador;2000;582676;157400;363259;2589000;23107614;127490;18632;7000;14652302;37193;20000;141542980;913190;2600;393726;30000;597252;32699;12076313;392739;24000;14982434
El Salvador;2001;571471;162300;381565;2329000;22263148;127490;14681;4204;51839144;33089;20000;134621540;849080;3300;414910;36000;576354;31953;12637778;3771;2456149;16327378
El Salvador;2002;644363;201720;385061;1832000;21994976;127490;1496988;6252;52974284;37427;20000;130870550;886640;3800;382459;37800;571545;25507;13209823;3229;2506008;16804342
El Salvador;2003;627980;215720;356169;2228000;24421976;133170;2006584;5128;57054656;40560;20000;144203780;818160;2700;441353;38000;634651;35758;13744384;3876;2538542;18759538
El Salvador;2004;648045;197100;399382;2086000;23717624;127490;2025516;17000;62040332;42993;20000;131792910;760;2500;461074;38560;599955;38569;14221752;387108;26000;18474425
El Salvador;2005;727607;193600;44946334;2202800;22962682;127490;1985229;14400;61734090;46031;20000;126092824;770;800;548865;50000;627242;34302;14609168;3956;25900;18750625
El Salvador;2006;742067;209750;51677922;1255000;18164162;127490;180000;18638;64560356;47814;35000;122856050;780;1400;551129;40000;578509;31663;15452927;3910;2603954;20868485
El Salvador;2007;699416;248700;50654384;1700390;18037112;127490;190000;7000;63496270;46122;2967251;132862700;790;1100;567234;30000;631324;32099;15878338;3601;262282;22672218
El Salvador;2008;868259;274596;5317999;2748840;18816876;127490;200000;7424;63246628;53053;2940721;121531450;800;2600;665335;30000;573698;30085;15705673;358495;2636873;23883698
El Salvador;2009;785965;280000;5388135;2808900;18849500;127490;210000;8000;56243320;53289;2989816;116160450;800;2600;607740;30000;577400;33622;16295860;361669;2654488;2563986
El Salvador;2010;768113;238810;56025244;3062312;19456642;127490;220000;8250;58756924;50663;40000;121443660;810;2900;592750;30000;603645;35445;16818658;352607;2686097;26087792
El Salvador;2011;756352;241807;5231623;4178379;17461834;127490;230000;9000;60262644;53401;307674;121614520;820;2400;62989544;30000;613755;28535;16872996;417239;269617;30952735
El Salvador;2012;925839;287000;47956753;5055111;20150934;127490;240000;11250;62579240;56741;2952468;123832776;830;5200;6240549;30000;653366;31482;17694088;444369;2713507;2780213
El Salvador;2013;866701;250000;49524938;2645061;21686410;127490;260000;16000;59792456;68167;3035921;107308160;840;8900;661120;30000;606655;36947;17649166;440825;2730959;32501952
El Salvador;2014;819311;185340;46035303;3052939;21285688;127490;250000;14000;61242200;65353;3002044;130535290;850;11800;745220;3148768;598283;39389;18619956;440871;92400;31543018
El Salvador;2015;710444;301920;50750506;2974136;20303852;127490;260000;15000;64279428;60593;30000;116656730;860;23100;7491407;35000;627425;36808;18824712;283969;95337;31546035
El Salvador;2016;923472;391440;50715438;2177885;19910822;127490;270000;15000;67373590;59759;2964685;115397384;868;29500;6677235;35120;672382;37037;1098572;272908;86769;34411228
El Salvador;2017;90420356;491603;54709175;4343473;21326496;127490;250000;100;68647390;77185;2920175;124574390;746;22500;7207517;33000;691086;40165;1119588;234858;97358;51000
El Salvador;2018;68550925;463975;55983575;6238392;23507236;127490;270000;100;62074724;76998;2890898;116572950;771;27700;200;315055;705326;52827;1113712;2412;92239;93000
El Salvador;2019;785991;481134;5488399;4233714;22613588;127490;290000;100;63112550;68776;2878248;109119720;750;30000;200;3055064;719389;45117;945150;4450;9329928;19000
El Salvador;2020;78072975;569524;5826172;469900;21211516;127490;305000;110;65860750;74305;10887;115051256;890;26500;200;3168472;685757;39318;1039152;4840;935649;49000
El Salvador;2021;881000;604000;6762014;439000;20950258;122436;320000;115;66086350;95353;9716;104795630;961;225182;200;3220279;719090;44137;1130102;4790;9387216;18000
Guatemala;1961;518100;65;72530656;73152080;14718010;642116;4069555;1535672;402831400;57000;17400;8557;38924;9800;4955378;1295;12570998;363298;720;42113;3740449;3661506
Guatemala;1962;559000;100;7755168;79457790;15594728;675576;4238967;1739499;446763300;69000;24548;11554;51754;4600;4956378;1400;10585925;399626;585;34910;37957;4188608
Guatemala;1963;589000;150;7838608;74945580;17177624;682582;3901683;1349240;460152130;70000;27504;9013;51282;3400;4956378;1484;102787325;414906;540;41540;3512484;4423340
Guatemala;1964;643000;264;85093344;77314024;15960722;675576;3870739;2064570;453243870;59000;40986;9843;41218;4200;4956378;1500;101936956;435113;549;43834;3079735;4807348
Guatemala;1965;645661;2347;8437972;86719900;16599494;682582;4098829;2459241;465052030;56000;29826;11366;45064;5600;4956378;1200;10700386;466198;378;43753;2775483;4325040
Guatemala;1966;595465;301;84664756;85280696;16946060;74943;4332321;2269538;505738000;60000;41223;8800;48721;4500;159686;111243;11779229;427268;558;48304;25617;4496312
Guatemala;1967;607426;42;8520049;94947060;17194402;670968;4732667;3502745;480780860;60000;43914;7090;41990;205268;246163;111058;11993132;418294;648;38852;24975;4595237
Guatemala;1968;688890;22;98460306;115595350;18344972;670968;4486396;4265845;478086940;65000;23971;12000;4580312;252959;4956378;105512;11754775;479249;711;42008;24180;4679110
Guatemala;1969;718819;18;9945396;120027230;19884276;682974;4705951;2343010;487063870;62000;22306;13800;5000;3000;208786;1000;11197188;444028;684;37489;22763;4500696
Guatemala;1970;785846;136;11723241;116472900;22071848;682974;4895210;3088402;488758270;58000;18348;14240;5500;312484;208786;92986;11599532;554529;468;46835;22029;4441812
Guatemala;1971;747364;1;12985921;125629960;18181216;675576;4746990;3443132;442631300;63000;22400;13000;6000;250782;4956378;87065;3100;459310;639;40996;20993;5891735
Guatemala;1972;801943;0;1252840;126797690;20123584;675576;4779416;4154361;436588740;63000;18600;12500;6500;256304;4955378;79293;4900;49915766;720;33935;2090864;5181606
Guatemala;1973;812680;1;12716972;132951384;20032844;682974;4663929;4219091;484128300;64000;21500;9500;7000;256304;246163;72902;2400;60259406;540;35456;2039748;5588694
Guatemala;1974;799489;0;1408975;135490820;22869372;725154;4792559;3850692;566470600;65000;10500;12460;7500;25330;2108083;66511;3600;6737844;612;32803;2006089;5403802
Guatemala;1975;933542;0;11475655;132199750;20942096;725154;5171272;3118895;569030200;65000;11300;7222;8000;20764;2108083;6012;2722;7386846;630;32976;1999489;5473961
Guatemala;1976;845900;16160440;9372144;134459220;20796596;682974;5314402;4249820;491049200;70000;9400;9700;8500;27229;208786;53113;2918;73205475;639;3835857;1957185;5984336
Guatemala;1977;841900;16927100;74348875;141598670;22846508;682974;52471405;6023199;492727780;70000;8600;6000;9000;29984;208786;47038;1974;7836569;639;400000;1943995;5896778
Guatemala;1978;906412;16648830;7797018;146808530;24219252;61708;5187996;5807972;561428200;72000;10100;8300;9500;23890;2607083;53423;2068;8079578;612;400000;1944264;6286545
Guatemala;1979;940590;16356100;7874185;138147220;26331064;272604;50186135;5727671;591722500;73000;12098;9050;10000;28797;4061283;51191;1498;7814827;612;400000;1959688;58393635
Guatemala;1980;902419;16126060;7321692;152006380;26018484;272604;4538561;5911385;585823400;75000;15874;9930;10500;32195;4061283;56551;1560;83765256;702;400000;2005472;56777765
Guatemala;1981;997464;16564000;73268225;149866050;24236564;272604;5209816;7542246;592366200;78000;13708;9000;11000;36278;4061283;58722;1063;8337874;675;400000;1987496;58451695
Guatemala;1982;1099837;18782000;7316424;148810080;24119556;272604;5437398;6405542;600577540;82000;12726;6020;11500;56617;4061283;67155;1321;8662041;747;400000;0;6203526
Guatemala;1983;1045800;18779010;12000;152656460;24034984;272604;6348276;3503654;597792900;42000;10487;8200;12000;49207;4061283;64142;1103;72233125;630;400000;0;5923743
Guatemala;1984;922000;18200000;12300;157368530;28365668;859976;6382774;4263387;570886500;43000;10257;7379;12500;51444;2328083;540305;559;74944906;630;400000;0;56975375
Guatemala;1985;1088400;16493000;12500;169580540;29297268;283716;6808063;4152819;631434000;60000;12939;6355;13000;57518;4084267;644536;675;728812;630;400000;0;52262105
Guatemala;1986;1196000;14148000;12700;161333070;29152814;283716;71109025;3519215;646967940;68000;11918;2719000;13500;59733;4084267;485910;770;7368032;630;400000;1640;4724749
Guatemala;1987;1172080;15450500;13000;174451100;26417846;283716;7434745;4055507;624232900;107000;8411;2447000;14000;52892;4084267;673330;823;6013808;630;400000;1700;4901810
Guatemala;1988;1199864;15778000;13300;173168290;27604080;283716;7563011;4107455;675261440;150000;12423;3365000;14500;47522;4084267;699205;610;6650962;630;400000;1820;5705685
Guatemala;1989;1246780;15964000;13500;183356020;30725856;286408;74774305;4048874;838000;300000;10112;2593000;15000;54515;342521624;600459;794;59900794;630;400000;1910;54093545
Guatemala;1990;1272240;17097010;13800;187607870;30223582;286408;76998875;5340977;850000;218000;11184;3605000;16000;45023;361637212;704728;522;7763866;630;400000;1990;5489492
Guatemala;1991;1233250;15228000;14000;184215460;32205012;286408;8255976;3271187;1015000;145000;10333;4076000;17000;59051;342521624;651056;802;7475839;630;233800;2050;51033405
Guatemala;1992;1366380;17006000;14200;187161710;29572168;286408;6852262;2930739;1015425;154000;7948;3521500;18000;63407;361637212;568807;360;7329847;630;228000;2160;5338004
Guatemala;1993;1294780;15736000;14500;195021100;30444570;286408;74714795;41277368;1010470;163000;2477;4232300;19000;69252;3408978;774418;1016;74085575;61713;240000;2220;5436634
Guatemala;1994;1187692;14948000;15000;194741360;35780764;286408;80269995;3901637;1036120;178000;1300;4725500;20000;54379;3408978;565750;635;3378;62533;240000;2280;52124095
Guatemala;1995;1061583;12189000;15700;200857630;34629956;286408;8197072;3559191;980280;287000;1000;3912600;22000;52603;317726112;841092;671;3200;61127;800000;2390;5388629
Guatemala;1996;1046795;12824000;16000;196910800;31482824;286408;9734179;25568315;948975;322000;1332;4807200;23000;76832;2700824;628200;1088;3300;60705;800000;2460;4795731
Guatemala;1997;860936;12838000;16400;211653300;33428950;286408;10949680;3532583;1112910;361000;726;4825500;24000;76200;412367912;576200;653;2700;6271;800000;2510;60801255
Guatemala;1998;1068779;12958000;16700;61184;32264950;18786;14328019;32940908;1155000;405000;637;4451000;25000;75600;24000;752042;725;2200;61545;800000;2581;65514235
Guatemala;1999;1024860;14848000;16800;54022;37368830;2824;13176638;3796398;1189690;410000;456;4861100;26000;64500;32000;738908;1160;2500;61646;800000;2641;5730797
Guatemala;2000;1053550;14578000;17000;71656;34616532;23832;14484021;38547222;1043200;429000;284;6225400;27000;106036;29000;758384;1016;2700;60693;800000;2882;64182665
Guatemala;2001;12242685;14559000;17300;68648;32693770;21134;15280829;41418715;1191255;436000;171;7306000;2660086;73808;24000;728600;1016;2200;6013;800000;2632;6429172
Guatemala;2002;12417228;13284000;17500;79978;34767220;23832;14811937;35190508;1571530;464000;433;7170700;2647869;47307;29000;756400;871;1800;59541;800000;2632;57792025
Guatemala;2003;12604515;12419000;17700;71745;33566324;21134;15763532;37332532;1377545;494000;530;8135400;26000;57379;24000;902217;1056;2300;216;800000;2650;62435635
Guatemala;2004;12806681;12934000;18000;75603;37205100;34044;16620613;674967;1287178;528000;404;10133000;27000;65064;32000;782600;1560;2200;216;780000;2700;5842025
Guatemala;2005;1375986;13124000;18300;70469;34172996;23832;17233792;971718;1280715;565000;338;8326600;2848305;75290;29000;934272;1960;2000;216;820000;2600;5522081
Guatemala;2006;14896064;12005000;18500;97760;33044582;21134;7576754;688689;1374930;605000;305;9670000;28000;63300;29000;835667;2320;1300;216;840000;2700;90000
Guatemala;2007;15984322;13216000;18800;90903;33857156;23832;8311248;668494;1444320;580000;164;9911800;27000;59900;29000;889816;3260;2000;216;900000;2750;95000
Guatemala;2008;17216099;9793000;19100;83474;32817312;21134;7769243;840816;1394990;591000;246;9956000;26000;56448;24000;967518;3450;2000;2144;986000;2800;85000
Guatemala;2009;16258111;14976000;19500;76839;35968916;26918;8778096;1055804;1420380;426590;350;12151800;2649901;46373;29000;962457;3630;1400;224;817508;2850;85000
Guatemala;2010;16382486;13435000;20000;79198;36017396;26918;7731211;1229305;1408565;365080;502;12570600;243282;49750;29000;832000;3950;2000;236;700000;2300;100000
Guatemala;2011;1675235;12930000;20800;91057;34769436;23832;7485557;1107584;1621200;492852;761;10422800;2400982;66200;29000;849814;3630;2500;248;445734;1970;100000
Guatemala;2012;1723465;12531000;21500;77943;32647272;21134;7808112;971708;1660000;650000;104;12740300;2103338;52200;24000;918091;3400;2800;264;500626;1698;90000
Guatemala;2013;1795160;11200000;21900;91058;33231062;23832;8471258;1230548;1744150;517960;654;14046000;2781659;64000;29000;894432;3760;8400;272;1057586;1207;115000
Guatemala;2014;18152812;11468800;22300;70069;31590748;21134;8911032;1000077;1950000;623815;431;14857000;39000;37700;24000;916849;2540;8700;284;1128296;1027;120000
Guatemala;2015;1853900;11863000;20000;77781;31441382;21134;8472062;1076682;1980600;588523;159;14770800;65000;29457;24000;1042642;3719;9000;400;1097672;964;115000
Guatemala;2016;18993182;11320000;2048027;79650;32417788;26918;8478141;1040518;1985000;936887;83;15205600;80000;31200;24000;833838;3311;8500;576;1027768;1061;170000
Guatemala;2017;1951551;11111000;20500;82260;1978;22628;8056410;1038809;1990000;993955;884;18195000;96869;31912;2261838;973608;3400;8500;800;1084312;1240;200000
Guatemala;2018;1977433;9740000;22000;72400;2038;22628;8499592;807338;2000000;660000;2019;18479000;107735;29068;1495692;843327;3950;8500;1080;1073001;114175;255000
Guatemala;2019;1854172;10912000;23000;76140;2105;15499;8975150;1195090;1950000;800000;3508;17392400;65511;22506;2261838;1161809;3950;8500;1360;1019377;1062;290000
Guatemala;2020;1972290;11342000;24000;260;2200;15499;9180116;956691;1900000;900000;673;17401300;61030;22053;2261838;1003113;3990;9500;1840;1036138;102595;325000
Guatemala;2021;1960000;10695000;24500;483;2331;165902;9793374;1711607;1950000;980000;51123;18843300;99432;20047;2845312;1190470;3447;9600;1760;1255995;102349;365000
Haiti;1961;228000;11496326;22618;2983;315;3141848;20000;45150;291327;29681;49000;587000;4368832;48979;294756;12000;10049;600;895880;6100;320;4791913
Haiti;1962;229000;12370567;2609282;3345;315;1683642;15946;145400;312992;44425;37112;590000;4589528;446689;31445;12000;7096;600;903293;6200;325;4829758
Haiti;1963;230000;11893214;2566162;4352;315;1683642;22848;129682;285235;52000;29907;730000;4415378;6666329;31445;12000;6688;700;950940;6400;330;4581315
Haiti;1964;232000;12660815;2739632;4845;315;1683642;26576;129483;333286;24020;43000;545000;4326037;5802179;31445;12400;7464;900;1027100;6500;335;4701833
Haiti;1965;234000;14287136;27098;7814;315;1209814;26873;231186;336000;26607;43000;623000;4364024;6699166;317656;12800;6135;800;1027400;6600;340;4361605
Haiti;1966;233700;13896791;2617635;7738;403;1209814;27000;287246;347939;30169;51000;897000;4310276;4514503;317656;12160;6588;753;999070;6700;345;5158895
Haiti;1967;246000;15583555;2639069;5000;310;1211602;28445;262759;344312;23436;53000;872000;4285277;5652387;32614;13380;5579;1570;1009565;6000;350;5768579
Haiti;1968;220000;15563060;2623733;5000;290;1211602;29637;182228;319529;44342;47000;630000;4260278;242942;32614;14050;6840;1100;1021000;6900;355;4905298
Haiti;1969;242000;15618142;2419859;5000;300;1211602;18228;174588;341845;30785;43000;808000;0;4684989;32614;14410;6900;1051;1036000;6000;360;5632029
Haiti;1970;240000;16414387;25000;4800;355;118963;13495;126035;360000;27000;44000;794000;0;5827851;32987;14120;6900;974;1066000;5200;365;5642752
Haiti;1971;252000;16221321;25611;4700;350;1211602;23054;63511;377000;33757;23000;598000;0;4165764;32614;15530;2520;1159;1080000;6500;370;5047768
Haiti;1972;257000;17282766;2428671;4875;400;117202;26582;103855;359000;40872;29000;348773;0;3659444;33561;16300;4140;1405;4920;8000;375;54112975
Haiti;1973;204000;17316808;262378;4900;506;162988;55838;205763;358000;47843;25200;223147;338440;2649628;35534;18000;5280;1445;4920;9000;380;5056198
Haiti;1974;204000;16931806;27884;5100;585;118963;50748;272901;387000;46165;32500;204597;310700;190823;32987;18000;7500;1235;5160;10000;390;4818771
Haiti;1975;180000;540000;28526;5500;592;601846;51476;343716;335690;37388;39500;557401;328500;255507;128800;19020;9240;1591;5880;11000;400;664295
Haiti;1976;180000;510000;29256;5800;579;622188;50607;490955;3556249;47997;42700;586000;340400;247150;132800;20923;11700;1982;6720;13000;410;982295
Haiti;1977;168260;520000;30074;6000;560;601846;43212;343691;35764003;37260;34200;647337;351700;259022;128800;22388;15720;1983;7080;12000;420;902798
Haiti;1978;161442;735000;29265;6300;496;622188;4124499;477499;4782873;37420;31542;402302;350400;226413;132800;23060;14570;2232;7520;12000;430;1083615
Haiti;1979;183331;740000;24185;4200;660;622188;522246;710472;5312359;43000;36000;162915;338800;201711;132800;21907;21478;2124;7840;12000;440;848400
Haiti;1980;179170;754000;22567;9036;688;39306;5634347;453860;5839893;18648444;38000;190702;371000;194326;207954;20681;27495;2463;8120;13000;450;666458
Haiti;1981;175700;811000;21892;9000;706;39306;5475036;701281;650000;18392824;37000;266794;409225;197772;207954;21301;26967;2302;8720;13000;460;706539
Haiti;1982;170900;771000;17844;888997;700;39306;525385;970374;650000;19164134;33000;165589;433350;265904;207954;22792;29015;2000;8800;14000;470;761615
Haiti;1983;186000;895503;1642891;9556;650;39306;7;13013865;6456925;19265860;35000;392348;413850;220377;207954;22336;34798;800;10215;14500;470;785574
Haiti;1984;186450;903231;1477039;9600;700;514308;7;1412775;1140218;23232544;55899;674840;441665;269813;215000;10458;34084;2700;10530;15000;480;953133
Haiti;1985;196295;811284;1524523;10000;638;62117;7;15724969;1071893;25515272;56534;466127;466744;170309;217400;10600;36945;2500;9990;15500;500;882379
Haiti;1986;205691;816830;1379761;9600;106201;62117;7;14169646;1209603;26794972;48563;2145000;490627;160270;217400;10624;39466;3200;10080;16500;510;679723
Haiti;1987;205000;883510;1416587;995194;62456;814108;7;14690742;826488;30372656;50890;2117100;482357;245726;226204;10989;38224;3200;9450;1907306;520;806184
Haiti;1988;202329;904714;1437553;1023329;625;814108;4;1476815;908351;31047568;95366;1969400;468096;222217;226204;11160;45945;3692;12240;22000;500;695598
Haiti;1989;196000;910000;1446483;10500;840;814108;4;11303674;816749;30957780;74850;1525900;466349;168011;226204;11287;49532;2100;12060;26000;450;740488
Haiti;1990;163000;660938;1403774;12000;810;821622;4;12376188;668947;32288440;72450;1647837;464984;126114;227204;12720;54762;2300;11250;29000;400;696675
Haiti;1991;190000;692700;1395761;14500;812;829368;3;10090022;509346;34955628;194009;1678400;438206;285754;228204;12589;49837;4000;10440;35000;350;599112
Haiti;1992;226318;723800;1415062;13800;817;889418;7;903017;531241;42514470;694000;1747700;445126;225346;225000;11594;41108;4500;9010;37000;300;711583
Haiti;1993;210000;866940;1500;1303807;818;821622;9;8718142;484882;33382516;1034000;1624200;457106;269638;227204;7804;55894;3500;7650;46000;250;723821
Haiti;1994;230000;1053097;1500;1246812;860;889418;1;10756375;514375;42506544;741000;1452600;461665;258190;225000;8339;43675;5000;6400;84000;490;656921
Haiti;1995;220000;1154665;1500;1217261;931;829368;54;11761881;466738;35321396;825000;1468200;473311;318660;228204;8383;56206;6900;6375;130000;410;496870
Haiti;1996;204058;1092350;1700;1186498;964;908994;103;15835015;411872;48677936;846031;1428200;490122;294900;226000;3567;44310;7000;5950;146000;220;620758
Haiti;1997;230000;1100587;2000;1154304;948;949666;118;18489408;378851;51375580;705919;1069900;488694;280850;202458006;2197;62520;7000;5760;148000;331;568655
Haiti;1998;206096;1321096;2437;10000;1074;1013404;25;1655942;365210;62183304;608329;1332000;525053;299380;1128394;2100;62000;8500;7920;150000;396;595232
Haiti;1999;250000;1395177;2508;1059553;1318;908994;26;1928830;331769;49611904;583486;1111000;561460;443500;226000;2130;65640;8000;7740;205025;350;576269
Haiti;2000;202500;1449301;1711;1241268;1508;969232;7;18355716;350246;55042800;767212;1018000;575912;623000;181279944;2300;60000;9500;8190;152190;300;534014
Haiti;2001;180000;1207156;2083;0;1724;1003354;11;13276749;321080;60459104;935773;1179000;604603;547300;136372214;1767;47220;9000;9000;173900;280;465972
Haiti;2002;179400;1003389;1789;0;1603;908994;7;1034689;291075;45253400;1250313;1531000;648871;474100;226000;1809;50460;6000;9630;178600;329;519684
Haiti;2003;182000;1404100;1690;0;1621;949666;11;9722374;266086;51565000;717731;1008000;6812656;419000;202458006;1936;63540;11500;10350;230000;215;760239
Haiti;2004;198000;1491495;2754;0;1481;973486;20;8954583;244148;58140000;626820;902000;68970344;626700;158779132;1936;67136;16000;11250;365100;323;596659
Haiti;2005;200500;1223830;2772;100;1653;969232;25;8121723;207666;53827800;444670;880000;7252053;648600;181279944;1936;59589;13000;11520;420425;284;431627
Haiti;2006;205000;1502361;2318;100;1605;969232;30;6430504;214494;54006708;404486;684000;75162475;1165100;181279944;1920;65091;13000;11700;508580;458;689865
Haiti;2007;270000;1250630;2578;95;1716;889418;35;5079945;225701;43305610;378246;869000;6739668;1579800;225000;1935;64524;15000;11880;787000;252;825017
Haiti;2008;210000;1577023;2943;90;1560;949666;40;40271978;229760;53568700;420209;661000;7109916;1723780;202458006;1913;80940;7000;14490;796200;230;514133
Haiti;2009;303700;1417829;2400;100;1516;949666;45;4225155;231615;53678000;611280;870000;75499075;1323680;202458006;1920;83040;14000;16038;946820;200;539809
Haiti;2010;340000;1413500;2434;200;1347;973486;29;43270403;221870;55524730;555950;686000;83563325;2062300;158779132;1930;83000;14000;17100;970985;1684;391186
Haiti;2011;360000;1660000;2633;230;1436;1013404;30;41191194;207500;61066970;405350;619000;83309906;2641250;1128394;1930;63720;300;19500;761602;1559;606827
Haiti;2012;20179161;1674500;3140;230;1334;949666;42;42119497;221900;52830290;461970;697000;8653497;2500970;202458006;1930;65100;300;209625;7199867;165;368993
Haiti;2013;3358854;2102815;2861;240;1213;1000748;59;37979825;205801;70697220;495300;671000;88134294;3021878;11263574;1927;69300;300;23400;11665401;2289;467222
Haiti;2014;320747;2201700;3200;240;1183;1013404;31;135037;189708;61471000;686000;554000;8913946;2215487;1128394;1935;59820;300;25545;0;24959;437689
Haiti;2015;26459012;2334700;3501;200;1163;100711;31;176173;212229;66950440;823000;605000;95487494;1498213;112857758;56456;76080;300;28275;0;287;483518
Haiti;2016;251928;2416500;1743;200;1234;1014872;25;247014;229988;75913480;518200;571000;9403328;2166859;98136552;61900;48420;300;287625;0;335;394471
Haiti;2017;225000;2375100;2276;150;464000;1014872;15;284990;201660;77334780;485200;638000;98344694;3615157;98136552;59570;58080;300;314925;0;344;358693
Haiti;2018;234033;2529000;1469;150;480000;1014872;11;284653;211875;75004360;495980;569000;1089235;3628765;98136552;55723;61680;400;41730;3062056;265;304547
Haiti;2019;194597;2568000;2640;150;495000;1014872;12;328607;215800;77758290;373100;642000;1195979;3118780;98136552;55369;60240;400;44460;3130728;304;445148
Haiti;2020;180000;2663700;1954;250;510000;1014872;12;288700;188827;80306670;346650;618000;12786076;3673566;98136552;55938;52220;400;33790;3256177;1190;497653
Haiti;2021;200000;2710050;1186;300;525000;1014872;48;355674;191841;77345730;258500;733000;1364163;4121060;98136552;53879;84870;400;37247;3502522;1250;400735
Honduras;1961;258402;80692310;110000;60;9000;2459;47077;55100;4044422;48889;16690631;276800;1185078;301360;38560;633;370;4100;109100;25340;0;16717
Honduras;1962;280399;90026910;115000;70;9500;30508;68932;158500;4009232;81263;19547668;346500;155000;310396;39680;674;382;6000;115800;29750;0;13581
Honduras;1963;284233;95182260;116000;250;15100;30508;74483;223100;3798448;27247;14511254;390700;170050;269762;39680;664;386;7200;177731;27157;0;11491
Honduras;1964;332768;98055860;110000;260;12000;30508;103924;242900;3713331;44606;9776024;388665;1657641;188608;945354;837;395;5500;187871;29526;0;8469
Honduras;1965;333768;105880220;120000;580;15000;39008;49155;293200;3154515;74000;7938548;396318;17127303;262745;2187354;700;395;6000;251893;29361;0;10976
Honduras;1966;334681;109410650;105000;381;17000;5609;133129;285600;3405250;54000;9100183;417100;1766782;355153;2186154;600;442;14200;254896;36037;0;9769
Honduras;1967;335655;113674870;95000;244;20000;67434;185434;415800;2620874;108800;10916627;440140;188844;60232225;164200;38507;441;5800;243730;38326;0;13322
Honduras;1968;336631;111354310;128000;367;60500;60172;283006;311900;2669667;104800;6091403;599780;143386;826759;2806154;36697;399;12200;217410;38722;0;10800
Honduras;1969;337610;110668330;128500;572;59700;60172;317060;388300;1173800;48649;7017135;593890;13749962;810413;2186154;38253;381;7000;227560;39918;0;12522
Honduras;1970;338591;111379656;120000;240;68700;5481;236759;470100;1860800;63061;8289253;548182;16563405;488220;164200;3764;388;6600;236520;47803;0;12664
Honduras;1971;339576;112856780;128000;66;61900;5481;204728;503900;2382301;9212;9105038;618803;1646657;556230;226200;36398;42643;10200;235500;43000;0;14878
Honduras;1972;340563;112454320;130000;226;76951;5481;26496872;670000;2364310;59807;9794343;557917;16421345;587550;164200;36022;46356;7500;214;36000;0;15753
Honduras;1973;342561;111996890;133000;150;116116;67434;34482366;370000;2213649;44689;6426343;608832;5000;539240;291200;35491;48940;5100;215;32000;0;12055
Honduras;1974;343557;118028630;134000;308;97746;67434;40733438;765000;2235536;50149;5305123;5486504;5000;324;364800;345;52740;21700;216;25000;0;18721
Honduras;1975;358129;121721310;135000;223;100648;65108;382174;750000;2205435;25907;5826105;621106;5000;96;364800;235;48264;53000;218;18000;0;369434
Honduras;1976;388566;121261464;132000;96;107300;65108;303839;1100075;2879695;34700;4808780;565628;5000;54;364800;210;52380;73000;219;22000;0;419772
Honduras;1977;438518;122088184;135000;137;119100;65108;545254;915344;2385223;80105;6309244;590510;5000;0;364800;174;52753;78000;220;14500;0;433571
Honduras;1978;454572;123964810;137000;97;88909;65108;1020678;872000;2894483;59600;7101225;627734;5000;0;364800;18063;64652;111000;222;15000;0;476797
Honduras;1979;353979;115000;137000;102;138100;428166;504557;1006000;2553905;29750;6739472;562014;5000;0;118180;13016;68439;105000;250;15000;0;462902
Honduras;1980;387424;120000;137000;51;160018;30656;312477;1135600;2247258;86100;34615978;597677;5000;0;261954;12999;65368;101500;250;13000;0;490498
Honduras;1981;480672;125000;137000;79;165000;49426;5731839;926800;2504419;91800;50527235;522424;5100;0;177800;12911;70587;142500;265;18550;0;475327
Honduras;1982;365662;130000;138000;7;187430;43528;519788;1312300;2160078;31949;4390193;511163;5200;0;226354;11599;70195;34500;280;20000;0;486888
Honduras;1983;458149;135000;137000;0;192200;43528;3500;1025500;2169422;37439;5178397;524394;5330;0;226354;9894;70396;15000;300;31281;0;534745
